Inspection Stage Description,School Code,Borough Name,TCO Obtained Date,Inspection Category,Observation Description,Inspection Date
Progress,PS081Q,QUEENS,,ARCHITECTURAL,Project info,08/12/2019 07:00:00 AM
Progress,PS081Q,QUEENS,,HVAC,Issue to Resolve,08/21/2019 10:00:00 AM
Progress,PS081Q,QUEENS,,PLUMBING,Deficiency,08/16/2019 10:00:00 AM
Progress,PS081Q,QUEENS,,PLUMBING,Deficiency,08/28/2019 11:00:00 AM
Progress,PS081Q,QUEENS,,PLUMBINGSITE,Deficiency,08/21/2019 01:00:00 PM
Progress,PS082Q,QUEENS,,PLUMBING,Deficiency,08/23/2019 01:00:00 PM
Progress,PS082Q,QUEENS,,PLUMBING,Out of Scope DSF,08/19/2019 10:00:00 AM
Progress,PS082Q,QUEENS,,PLUMBING,Required Test,08/19/2019 10:00:00 AM
Progress,PS082Q,QUEENS,,ROOFING,Deficiency,08/29/2019 09:30:00 AM
Progress,PS083M,MANHATTAN,,POWERANDLIGHTING,Deficiency,08/13/2019 02:15:00 PM
Progress,PS083M,MANHATTAN,,POWERANDLIGHTING,Out of Scope DSF,08/13/2019 02:15:00 PM
Progress,PS085X,BRONX,,ARCHITECTURAL,Deficiency,08/01/2019 07:30:00 AM
Progress,PS085X,BRONX,,ARCHITECTURAL,Deficiency,08/29/2019 07:30:00 AM
Progress,PS085X,BRONX,,POWERANDLIGHTING,Deficiency,08/14/2019 04:30:00 PM
Progress,PS085X,BRONX,,POWERANDLIGHTING,Deficiency,08/16/2019 04:00:00 PM
Progress,PS085X,BRONX,,POWERANDLIGHTING,Required Test,08/16/2019 04:00:00 PM
Progress,PS089X,BRONX,,FINALCONSTRUCTION,Deficiency,08/14/2019 10:30:00 AM
Progress,PS089X,BRONX,,ROOFING,Issue to Resolve,08/27/2019 07:00:00 AM
Progress,PS092M,MANHATTAN,,HVAC,Project info,08/12/2019 12:37:00 PM
Progress,PS092M,MANHATTAN,,MASONRY,Deficiency,08/08/2019 09:20:00 AM
Progress,PS092M,MANHATTAN,,MASONRY,Deficiency,08/29/2019 07:00:00 AM
Progress,PS092M,MANHATTAN,,MASONRY,Issue to Resolve,08/29/2019 07:00:00 AM
Progress,PS092M,MANHATTAN,,POWERANDLIGHTING,Deficiency,08/07/2019 03:00:00 PM
Progress,PS092M,MANHATTAN,,POWERANDLIGHTING,Required Test,08/07/2019 03:00:00 PM
Progress,PS092Q,QUEENS,,HVAC,Deficiency,08/28/2019 09:00:00 AM
Progress,PS094K,BROOKLYN,,MASONRY,Deficiency,08/12/2019 03:30:00 PM
Progress,PS094K,BROOKLYN,,MASONRY,Deficiency,08/26/2019 03:45:00 PM
Progress,PS095K,BROOKLYN,,HVAC,Deficiency,08/09/2019 11:30:00 AM
Progress,PS095X,BRONX,,PLUMBING,Required Test,08/26/2019 09:27:31 AM
Progress,PS097K,BROOKLYN,,LOWVOLTAGE,Project info,08/05/2019 08:38:00 AM
Progress,PS097K,BROOKLYN,,POWERANDLIGHTING,Project info,08/05/2019 08:30:00 AM
Progress,PS097X,BRONX,,FINALCONSTRUCTION,Deficiency,08/07/2019 02:30:00 PM
Progress,PS097X,BRONX,,FINALCONSTRUCTION,Deficiency,08/20/2019 02:15:00 PM
Progress,PS097X,BRONX,,PLUMBING,Deficiency,08/19/2019 07:00:00 AM
Progress,PS097X,BRONX,,PLUMBING,Project info,08/23/2019 10:00:00 AM
Progress,PS097X,BRONX,,PLUMBING,Required Test,08/19/2019 07:00:00 AM
Progress,PS099Q,QUEENS,,MASONRY,Deficiency,08/14/2019 09:30:00 AM
Progress,PS104K,BROOKLYN,,MASONRY,Deficiency,08/28/2019 10:00:00 AM
Progress,PS105X,BRONX,,FINALCONSTRUCTION,Deficiency,08/09/2019 11:00:00 AM
Progress,PS106X,BRONX,,ARCHITECTURAL,Deficiency,08/13/2019 08:00:00 AM
Progress,PS106X,BRONX,,ARCHITECTURAL,Deficiency,08/13/2019 10:30:00 AM
Progress,PS106X,BRONX,,FINALCONSTRUCTION,Deficiency,08/27/2019 05:38:03 PM
Progress,PS112Q,QUEENS,,POWERANDLIGHTING,Deficiency,08/20/2019 12:45:00 PM
Progress,PS112Q,QUEENS,,POWERANDLIGHTING,Required Test,08/20/2019 12:45:00 PM
Progress,PS114K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/15/2019 01:00:00 PM
Progress,PS114K,BROOKLYN,,WINDOW,Deficiency,08/15/2019 01:00:00 PM
Progress,PS121K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/05/2019 02:00:00 PM
Progress,PS124K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/28/2019 04:00:00 PM
Progress,PS124K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/28/2019 04:13:00 PM
Progress,PS124K,BROOKLYN,,MASONRY,Deficiency,08/12/2019 05:30:00 PM
Progress,PS124Q,QUEENS,,BOILER,Deficiency,08/19/2019 02:00:00 PM
Progress,PS125M,MANHATTAN,,MASONRY,Issue to Resolve,08/15/2019 07:00:00 AM
Progress,PS125M,MANHATTAN,,ROOFING,Project info,08/15/2019 07:00:00 AM
Progress,PS127K,BROOKLYN,,SPRINKLERSTANDPIPE,Deficiency,08/05/2019 11:00:00 AM
Progress,PS127K,BROOKLYN,,SPRINKLERSTANDPIPE,Project info,08/05/2019 11:00:00 AM
Progress,PS127K,BROOKLYN,,SPRINKLERSTANDPIPE,Required Test,08/08/2019 02:00:00 PM
Progress,PS128M,MANHATTAN,,LOWVOLTAGE,Deficiency,08/09/2019 05:45:00 PM
Progress,PS128M,MANHATTAN,,LOWVOLTAGE,Issue to Resolve,08/09/2019 05:45:00 PM
Progress,PS128Q,QUEENS,,ARCHITECTURAL,Deficiency,08/22/2019 09:30:00 AM
Progress,PS128Q,QUEENS,,ARCHITECTURAL,Project info,08/20/2019 07:00:00 AM
Progress,PS128Q,QUEENS,,HVAC,Required Test,08/27/2019 07:00:00 AM
Progress,PS128Q,QUEENS,,PLUMBINGSITE,Deficiency,08/30/2019 07:00:00 AM
Progress,PS128Q,QUEENS,,ROOFING,Deficiency,08/12/2019 09:30:00 AM
Progress,PS128Q,QUEENS,,ROOFING,Deficiency,08/22/2019 09:30:00 AM
Progress,PS128Q,QUEENS,,ROOFING,Issue to Resolve,08/22/2019 09:30:00 AM
Progress,PS128Q,QUEENS,,ROOFING,Issue to Resolve,08/29/2019 07:00:00 AM
Progress,PS128Q,QUEENS,,SPRINKLERSTANDPIPE,Deficiency,08/02/2019 07:00:00 AM
Progress,PS128Q,QUEENS,,SPRINKLERSTANDPIPE,Deficiency,08/09/2019 10:30:00 AM
Progress,PS128Q,QUEENS,,SPRINKLERSTANDPIPE,Deficiency,08/30/2019 07:00:00 AM
Progress,PS128Q,QUEENS,,SPRINKLERSTANDPIPE,Required Test,08/09/2019 10:30:00 AM
Progress,PS129Q,QUEENS,,ARCHITECTURAL,Deficiency,08/28/2019 07:00:00 AM
Progress,PS129Q,QUEENS,,ARCHITECTURAL,Project info,08/14/2019 07:00:00 AM
Progress,PS129Q,QUEENS,,HVAC,Deficiency,08/09/2019 07:00:00 AM
Progress,PS129Q,QUEENS,,MASONRY,Deficiency,08/08/2019 07:00:00 AM
Progress,PS129Q,QUEENS,,PLUMBINGSITE,Deficiency,08/19/2019 07:00:00 AM
Progress,PS130K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/15/2019 07:00:00 AM
Progress,PS130K,BROOKLYN,,ARCHITECTURAL,Project info,08/15/2019 07:00:00 AM
Progress,PS130K,BROOKLYN,,POWERANDLIGHTING,Project info,08/15/2019 09:20:00 AM
Progress,PS130K,BROOKLYN,,WINDOW,Deficiency,08/06/2019 03:00:00 PM
Progress,PS130X,BRONX,,PLUMBING,Deficiency,08/29/2019 08:00:00 AM
Progress,PS131K,BROOKLYN,,MASONRY,Deficiency,08/13/2019 10:00:00 AM
Progress,PS132M,MANHATTAN,,ROOFING,Issue to Resolve,08/22/2019 01:00:07 PM
Progress,PS132M,MANHATTAN,,ROOFING,Project info,08/22/2019 01:00:07 PM
Progress,PS132Q,QUEENS,,PLUMBING,Required Test,08/07/2019 04:00:00 PM
Progress,PS132Q,QUEENS,,ROOFING,Deficiency,08/27/2019 03:00:00 PM
Progress,PS138X,BRONX,,ARCHITECTURAL,Deficiency,08/16/2019 01:00:00 PM
Progress,PS138X,BRONX,,ARCHITECTURAL,Issue to Resolve,08/16/2019 01:00:00 PM
Progress,PS138X,BRONX,,ARCHITECTURAL,Project info,08/16/2019 01:00:00 PM
Progress,PS142M,MANHATTAN,,FINALCONSTRUCTION,Deficiency,08/08/2019 11:30:00 AM
Progress,PS143Q,QUEENS,,BOILER,Deficiency,08/13/2019 09:42:51 AM
Progress,PS143Q,QUEENS,,SPRINKLERSTANDPIPE,Deficiency,08/19/2019 07:15:00 AM
Progress,PS153Q,QUEENS,,MASONRY,Deficiency,08/22/2019 02:00:00 PM
Progress,PS156Q,QUEENS,,PLUMBINGSITE,Deficiency,08/27/2019 01:00:00 PM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Deficiency,08/01/2019 07:00:00 AM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Deficiency,08/05/2019 01:00:00 PM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Deficiency,08/14/2019 10:00:00 AM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Deficiency,08/15/2019 11:00:00 AM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Deficiency,08/22/2019 01:30:00 PM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Project info,08/01/2019 07:00:00 AM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Project info,08/19/2019 02:00:00 PM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Required Test,08/05/2019 01:00:00 PM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Required Test,08/19/2019 02:00:00 PM
Progress,PS158M,MANHATTAN,,PLUMBINGSITE,Required Test,08/22/2019 01:30:00 PM
Progress,PS159Q,QUEENS,,MASONRY,Deficiency,08/21/2019 06:00:00 PM
Progress,PS159Q,QUEENS,,ROOFING,Deficiency,08/21/2019 06:00:00 PM
Progress,PS162Q,QUEENS,,BOILER,Deficiency,08/21/2019 12:55:00 PM
Progress,PS162Q,QUEENS,,HVAC,Deficiency,08/22/2019 08:00:00 AM
Progress,PS162Q,QUEENS,,HVAC,Project info,08/22/2019 08:00:00 AM
Progress,PS163Q,QUEENS,,HVAC,Deficiency,08/22/2019 07:00:00 AM
Progress,PS164K,BROOKLYN,,ARCHITECTURAL,Project info,08/23/2019 01:00:00 PM
Progress,PS164K,BROOKLYN,,LOWVOLTAGE,Deficiency,08/19/2019 03:10:46 PM
Progress,PS164K,BROOKLYN,,LOWVOLTAGE,Required Test,08/14/2019 01:30:00 PM
Progress,PS164K,BROOKLYN,,MASONRY,Deficiency,08/19/2019 01:00:00 PM
Progress,PS164K,BROOKLYN,,PLUMBING,Deficiency,08/14/2019 05:00:00 PM
Progress,PS165M,MANHATTAN,,ROOFING,Deficiency,08/08/2019 09:30:09 AM
Progress,PS165M,MANHATTAN,,ROOFING,Deficiency,08/13/2019 09:30:21 AM
Progress,PS165M,MANHATTAN,,ROOFING,Deficiency,08/27/2019 12:30:11 PM
Progress,PS165M,MANHATTAN,,ROOFING,Deficiency,08/29/2019 10:00:00 AM
Progress,PS165M,MANHATTAN,,ROOFING,Project info,08/08/2019 09:30:09 AM
Progress,PS167K,BROOKLYN,,MASONRY,Deficiency,08/16/2019 12:30:00 PM
Progress,PS167K,BROOKLYN,,MASONRY,Deficiency,08/29/2019 06:00:00 PM
Progress,PS167K,BROOKLYN,,PLUMBING,Project info,08/24/2019 08:00:00 AM
Progress,PS167K,BROOKLYN,,ROOFING,Deficiency,08/09/2019 12:00:00 PM
Progress,PS167K,BROOKLYN,,ROOFING,Deficiency,08/29/2019 06:00:00 PM
Progress,PS170K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/28/2019 10:30:00 AM
Progress,PS170K,BROOKLYN,,MASONRY,Deficiency,08/07/2019 03:00:00 PM
Progress,PS170K,BROOKLYN,,MASONRY,Deficiency,08/14/2019 03:00:00 PM
Progress,PS171M,MANHATTAN,,FINALCONSTRUCTION,Deficiency,08/16/2019 01:00:00 PM
Progress,PS171M,MANHATTAN,,FINALCONSTRUCTION,Project info,08/16/2019 01:00:00 PM
Progress,PS171M,MANHATTAN,,HVAC,Project info,08/05/2019 04:00:00 PM
Progress,PS171M,MANHATTAN,,MASONRY,Deficiency,08/08/2019 03:00:00 PM
Progress,PS171M,MANHATTAN,,MASONRY,Issue to Resolve,08/22/2019 03:00:00 PM
Progress,PS171M,MANHATTAN,,POWERANDLIGHTING,Required Test,08/05/2019 03:00:00 PM
Progress,PS171M,MANHATTAN,,ROOFING,Project info,08/22/2019 03:00:00 PM
Progress,PS173M,MANHATTAN,,MASONRY,Deficiency,08/06/2019 10:50:15 AM
Progress,PS177Q,QUEENS,,BOILER,Deficiency,08/12/2019 10:11:24 AM
Progress,PS178X,BRONX,,ARCHITECTURAL,Deficiency,08/05/2019 01:30:00 PM
Progress,PS178X,BRONX,,WINDOW,Deficiency,08/02/2019 03:00:00 PM
Progress,PS181Q,QUEENS,,ARCHITECTURAL,Deficiency,08/09/2019 12:30:00 PM
Progress,PS182X,BRONX,,MASONRY,Deficiency,08/27/2019 09:30:00 AM
Progress,PS182X,BRONX,,PLUMBING,Deficiency,08/12/2019 03:00:00 PM
Progress,PS182X,BRONX,,PLUMBING,Deficiency,08/19/2019 08:00:00 AM
Progress,PS182X,BRONX,,PLUMBING,Project info,08/02/2019 11:00:00 AM
Progress,PS182X,BRONX,,PLUMBING,Project info,08/12/2019 03:00:00 PM
Progress,PS182X,BRONX,,PLUMBING,Required Test,08/02/2019 11:00:00 AM
Progress,PS182X,BRONX,,PLUMBING,Required Test,08/09/2019 12:00:00 PM
Progress,PS182X,BRONX,,PLUMBING,Required Test,08/12/2019 03:00:00 PM
Progress,PS182X,BRONX,,PLUMBING,Required Test,08/14/2019 01:00:00 PM
Progress,PS182X,BRONX,,PLUMBING,Required Test,08/19/2019 08:00:00 AM
Progress,PS182X,BRONX,,PLUMBING,Required Test,08/21/2019 10:00:00 AM
Progress,PS183M,MANHATTAN,,FUELSTORAGEBURNER,Deficiency,08/06/2019 01:27:59 PM
Progress,PS184M,MANHATTAN,,ARCHITECTURAL,Deficiency,08/02/2019 02:00:00 PM
Progress,PS186X,BRONX,,FINALCONSTRUCTION,Deficiency,08/26/2019 10:00:00 AM
Progress,PS186X,BRONX,,FINALCONSTRUCTION,Out of Scope DSF,08/26/2019 10:00:00 AM
Progress,PS186X,BRONX,,POWERANDLIGHTING,Deficiency,08/14/2019 03:00:00 PM
Progress,PS188K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/19/2019 01:00:00 PM
Progress,PS189M,MANHATTAN,,ROOFING,Deficiency,08/15/2019 07:00:09 AM
Progress,PS194M,MANHATTAN,,FINALCONSTRUCTION,Deficiency,08/27/2019 01:30:00 PM
Progress,PS196Q,QUEENS,,ARCHITECTURAL,Deficiency,08/29/2019 12:00:00 PM
Progress,PS196Q,QUEENS,,FINALCONSTRUCTION,Deficiency,08/19/2019 02:00:00 PM
Progress,PS196Q,QUEENS,,POWERANDLIGHTING,Deficiency,08/15/2019 01:00:00 PM
Progress,PS196Q,QUEENS,,POWERANDLIGHTING,Deficiency,08/22/2019 01:00:00 PM
Progress,PS196Q,QUEENS,,POWERANDLIGHTING,Issue to Resolve,08/15/2019 01:00:00 PM
Progress,PS197K,BROOKLYN,,MASONRY,Deficiency,08/06/2019 07:00:00 AM
Progress,PS197K,BROOKLYN,,MASONRY,Deficiency,08/27/2019 09:00:00 AM
Progress,PS197K,BROOKLYN,,MASONRY,Issue to Resolve,08/26/2019 12:30:00 PM
Progress,PS197Q,QUEENS,,ROOFING,Deficiency,08/02/2019 12:30:00 PM
Progress,PS198M,MANHATTAN,,MASONRY,Deficiency,08/13/2019 09:30:00 AM
Progress,PS198M,MANHATTAN,,MASONRY,Deficiency,08/27/2019 07:00:10 AM
Progress,PS198M,MANHATTAN,,MASONRY,Issue to Resolve,08/27/2019 07:00:10 AM
Progress,PS199Q,QUEENS,,BOILER,Deficiency,08/09/2019 10:15:46 AM
Progress,PS199X,BRONX,,ARCHITECTURAL,Deficiency,08/19/2019 11:00:00 AM
Progress,PS200K,BROOKLYN,,MASONRY,Deficiency,08/12/2019 12:30:00 PM
Progress,PS205Q,QUEENS,,HVAC,Issue to Resolve,08/26/2019 12:35:00 PM
Progress,PS205Q,QUEENS,,MASONRY,Deficiency,08/30/2019 12:00:00 PM
Progress,PS205Q,QUEENS,,ROOFING,Deficiency,08/20/2019 12:00:00 PM
Progress,PS212K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/07/2019 07:00:00 AM
Progress,PS212K,BROOKLYN,,ARCHITECTURAL,Deficiency,08/22/2019 07:00:00 AM
Progress,PS212K,BROOKLYN,,ROOFING,Deficiency,08/20/2019 09:30:00 AM
Progress,PS212K,BROOKLYN,,ROOFING,Required Test,08/05/2019 09:30:00 AM
Progress,PS215K,BROOKLYN,,MASONRY,Deficiency,08/07/2019 12:30:00 PM
Progress,PS215K,BROOKLYN,,MASONRY,Deficiency,08/14/2019 12:30:00 PM
Progress,PS215K,BROOKLYN,,MASONRY,Deficiency,08/26/2019 12:30:00 PM
Progress,PS215K,BROOKLYN,,ROOFING,Deficiency,08/07/2019 12:30:00 PM
Progress,PS215K,BROOKLYN,,ROOFING,Deficiency,08/14/2019 12:30:00 PM
Progress,PS215K,BROOKLYN,,ROOFING,Required Test,08/28/2019 05:30:00 PM
Progress,PS215K,BROOKLYN,,WINDOW,Deficiency,08/22/2019 01:00:00 PM
Progress,PS217K,BROOKLYN,,MASONRY,Deficiency,08/02/2019 12:45:04 PM
Progress,PS217K,BROOKLYN,,MASONRY,Deficiency,08/09/2019 12:30:00 PM
Progress,PS217K,BROOKLYN,,MASONRY,Deficiency,08/23/2019 12:30:00 PM
Progress,PS217K,BROOKLYN,,WINDOW,Deficiency,08/22/2019 01:00:00 PM
Progress,PS217K,BROOKLYN,,WINDOW,Project info,08/22/2019 01:00:00 PM
Progress,PS219K,BROOKLYN,,ROOFING,Required Test,08/29/2019 07:00:00 AM
Progress,PS225K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/20/2019 01:35:00 PM
Progress,PS230K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/19/2019 10:00:00 AM
Progress,PS233K,BROOKLYN,,ROOFING,Required Test,08/02/2019 05:30:00 PM
Progress,PS234Q,QUEENS,,HVAC,Deficiency,08/07/2019 09:00:00 AM
Progress,PS236K,BROOKLYN,,MASONRY,Deficiency,08/05/2019 12:30:00 PM
Progress,PS236K,BROOKLYN,,MASONRY,Deficiency,08/12/2019 12:30:00 PM
Progress,PS246X,BRONX,,ARCHITECTURAL,Deficiency,08/01/2019 11:00:00 AM
Progress,PS246X,BRONX,,PLUMBINGSITE,Project info,08/28/2019 01:00:00 PM
Progress,PS246X,BRONX,,PLUMBINGSITE,Required Test,08/28/2019 01:00:00 PM
Progress,PS253K,BROOKLYN,,POWERANDLIGHTING,Issue to Resolve,08/23/2019 09:45:00 AM
Progress,PS256Q,QUEENS,,ARCHITECTURAL,Deficiency,08/16/2019 07:00:00 AM
Progress,PS256Q,QUEENS,,ARCHITECTURAL,Deficiency,08/29/2019 09:30:00 AM
Progress,PS256Q,QUEENS,,HVAC,Deficiency,08/19/2019 07:00:00 AM
Progress,PS256Q,QUEENS,,HVAC,Issue to Resolve,08/12/2019 07:15:00 AM
Progress,PS256Q,QUEENS,,HVAC,Project info,08/01/2019 09:45:00 AM
Progress,PS256Q,QUEENS,,PLUMBING,Deficiency,08/14/2019 10:30:00 AM
Progress,PS256Q,QUEENS,,PLUMBING,Deficiency,08/20/2019 10:14:46 AM
Progress,PS256Q,QUEENS,,PLUMBING,Issue to Resolve,08/09/2019 09:55:33 AM
Progress,PS256Q,QUEENS,,PLUMBING,Project info,08/09/2019 09:55:33 AM
Progress,PS256Q,QUEENS,,SPRINKLERSTANDPIPE,Deficiency,08/20/2019 10:17:44 AM
Progress,PS256Q,QUEENS,,SPRINKLERSTANDPIPE,Deficiency,08/23/2019 09:00:00 AM
Progress,PS256Q,QUEENS,,SPRINKLERSTANDPIPE,Deficiency,08/27/2019 07:51:58 AM
Progress,PS277K,BROOKLYN,,HVAC,Deficiency,08/26/2019 10:00:00 AM
Progress,PS280Q,QUEENS,,POWERANDLIGHTING,Issue to Resolve,08/12/2019 12:00:00 PM
Progress,PS280Q,QUEENS,,POWERANDLIGHTING,Required Test,08/12/2019 12:00:00 PM
Progress,PS282K,BROOKLYN,,LOWVOLTAGE,Project info,08/28/2019 08:30:00 AM
Progress,PS287K,BROOKLYN,,MASONRY,Deficiency,08/08/2019 10:00:00 AM
Progress,PS287K,BROOKLYN,,MASONRY,Deficiency,08/26/2019 10:00:00 AM
Progress,PS287K,BROOKLYN,,MASONRY,Issue to Resolve,08/08/2019 10:00:00 AM
Progress,PS288K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/06/2019 09:05:00 AM
Progress,PS288K,BROOKLYN,,MASONRY,Deficiency,08/16/2019 05:30:00 PM
Progress,PS288K,BROOKLYN,,PLUMBING,Deficiency,08/16/2019 06:00:00 PM
Progress,PS288K,BROOKLYN,,PLUMBING,Project info,08/16/2019 06:00:00 PM
Progress,PS288K,BROOKLYN,,POWERANDLIGHTING,Deficiency,08/01/2019 02:00:00 PM
Progress,PS288K,BROOKLYN,,POWERANDLIGHTING,Required Test,08/01/2019 02:00:00 PM
Progress,PS295K,BROOKLYN,,MASONRY,Deficiency,08/28/2019 02:58:24 PM
Progress,PS295K,BROOKLYN,,MASONRY,Project info,08/28/2019 02:58:24 PM
Progress,PS295K,BROOKLYN,,ROOFING,Deficiency,08/14/2019 05:30:00 PM
Progress,PS295K,BROOKLYN,,ROOFING,Deficiency,08/23/2019 03:00:00 PM
Progress,PS295K,BROOKLYN,,ROOFING,Deficiency,08/27/2019 12:00:00 PM
Progress,PS303Q,QUEENS,2019-08-16 00:00:00,ARCHITECTURAL,Deficiency,08/02/2019 07:00:00 AM
Progress,PS303Q,QUEENS,2019-08-16 00:00:00,BOILER,Deficiency,08/06/2019 01:36:37 PM
Progress,PS303Q,QUEENS,2019-08-16 00:00:00,BOILER,Deficiency,08/21/2019 07:00:00 AM
Progress,PS303Q,QUEENS,2019-08-16 00:00:00,FINALCONSTRUCTION,Deficiency,08/08/2019 01:32:00 PM
Progress,PS303Q,QUEENS,2019-08-16 00:00:00,PLUMBING,Deficiency,08/02/2019 07:00:00 AM
Progress,PS303Q,QUEENS,2019-08-16 00:00:00,PLUMBING,Deficiency,08/19/2019 01:00:00 PM
Progress,PS303Q,QUEENS,2019-08-16 00:00:00,SPRINKLERSTANDPIPE,Deficiency,08/07/2019 03:00:00 PM
Progress,PS304X,BRONX,,PLUMBING,Deficiency,08/09/2019 03:00:00 PM
Progress,PS304X,BRONX,,PLUMBING,Required Test,08/09/2019 03:00:00 PM
Progress,PS333M,MANHATTAN,,MASONRY,Deficiency,08/29/2019 03:00:00 PM
Progress,PS333M,MANHATTAN,,MASONRY,Issue to Resolve,08/12/2019 12:30:00 PM
Progress,PS345K,BROOKLYN,,FUELSTORAGEBURNER,Deficiency,08/26/2019 07:00:00 AM
Progress,PS354Q,QUEENS,,ARCHITECTURAL,Deficiency,08/14/2019 07:00:00 AM
Progress,PS354Q,QUEENS,,ARCHITECTURAL,Issue to Resolve,08/14/2019 07:00:00 AM
Progress,PS354Q,QUEENS,,FINALCONSTRUCTION,Deficiency,08/26/2019 11:00:00 AM
Progress,PS354Q,QUEENS,,FINALCONSTRUCTION,Out of Scope DSF,08/26/2019 11:00:00 AM
Progress,PS354Q,QUEENS,,HVAC,Deficiency,08/07/2019 01:30:00 PM
Progress,PS354Q,QUEENS,,HVAC,Project info,08/07/2019 01:30:00 PM
Progress,PS354Q,QUEENS,,PLUMBING,Deficiency,08/08/2019 02:00:00 PM
Progress,PS354Q,QUEENS,,PLUMBING,Project info,08/08/2019 02:00:00 PM
Progress,PS354Q,QUEENS,,ROOFING,Deficiency,08/13/2019 12:30:00 PM
Progress,PS369K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/05/2019 10:30:00 AM
Progress,PS369K,BROOKLYN,,MASONRY,Deficiency,08/09/2019 05:30:00 PM
Progress,PS369K,BROOKLYN,,MASONRY,Project info,08/09/2019 05:30:00 PM
Progress,PS369K,BROOKLYN,,ROOFING,Project info,08/06/2019 05:30:00 PM
Progress,PS373R,STATEN ISLAND,,ARCHITECTURAL,Deficiency,08/26/2019 01:00:00 PM
Progress,PS382X,BRONX,,HVAC,Project info,08/27/2019 02:00:00 PM
Progress,PS382X,BRONX,,WINDOW,Deficiency,08/01/2019 10:00:00 AM
Progress,PS396K,BROOKLYN,,HVAC,Deficiency,08/07/2019 01:30:00 PM
Progress,PS396K,BROOKLYN,,HVAC,Required Test,08/07/2019 01:30:00 PM
Progress,PS396K,BROOKLYN,,PLUMBING,Deficiency,08/08/2019 05:00:00 PM
Progress,PS531X,BRONX,,FINALCONSTRUCTION,Deficiency,08/14/2019 02:35:00 PM
Progress,PS531X,BRONX,,PLUMBING,Deficiency,08/08/2019 02:00:00 PM
Progress,PS531X,BRONX,,PLUMBING,Out of Scope DSF,08/26/2019 01:30:00 PM
Progress,PS531X,BRONX,,PLUMBINGSITE,Deficiency,08/08/2019 01:00:00 PM
Progress,PS531X,BRONX,,PLUMBINGSITE,Project info,08/08/2019 01:00:00 PM
Progress,PS686K,BROOKLYN,,HVAC,Required Test,08/09/2019 03:00:00 PM
Progress,PS721M,MANHATTAN,,ARCHITECTURAL,Deficiency,08/08/2019 04:30:00 PM
Progress,PS721M,MANHATTAN,,ARCHITECTURAL,Issue to Resolve,08/08/2019 04:30:00 PM
Progress,PS751M,MANHATTAN,,LOWVOLTAGE,Issue to Resolve,08/15/2019 12:30:00 PM
Progress,PS751M,MANHATTAN,,POWERANDLIGHTING,Deficiency,08/15/2019 12:30:00 PM
Progress,PS751M,MANHATTAN,,POWERANDLIGHTING,Out of Scope DSF,08/15/2019 12:30:00 PM
Progress,PS753K,BROOKLYN,,FINALCONSTRUCTION,Deficiency,08/06/2019 10:00:00 AM
Progress,PS811M,MANHATTAN,,MASONRY,Deficiency,08/27/2019 09:30:09 AM
Progress,PS811M,MANHATTAN,,MASONRY,Issue to Resolve,08/27/2019 09:30:09 AM
SSP Review,HS415Q,QUEENS,,SAFETY,Comment,08/28/2019 12:30:00 PM
SSP Review,HS468M,MANHATTAN,,SAFETY,Comment,08/20/2019 03:15:00 PM
SSP Review,IS024R,STATEN ISLAND,,SAFETY,Comment,08/09/2019 09:05:00 AM
SSP Review,IS049R,STATEN ISLAND,,SAFETY,Comment,08/07/2019 09:35:00 AM
SSP Review,IS072R,STATEN ISLAND,,SAFETY,Comment,08/01/2019 03:00:00 PM
SSP Review,IS221X,BRONX,,SAFETY,Comment,08/19/2019 05:05:00 PM
SSP Review,IS252Q,QUEENS,,SAFETY,Comment,08/19/2019 08:45:00 AM
SSP Review,IS362M,MANHATTAN,,SAFETY,Comment,08/27/2019 03:25:00 PM
SSP Review,JS136K,BROOKLYN,,SAFETY,Comment,08/22/2019 03:40:00 PM
SSP Review,JS136K,BROOKLYN,,SAFETY,Comment,08/28/2019 11:00:00 AM
SSP Review,JS286Q,QUEENS,,SAFETY,Comment,08/30/2019 10:00:00 AM
SSP Review,OS000X,BRONX,,SAFETY,Deficiency,08/28/2019 12:35:00 PM
