Inspection Stage Description,School Code,Borough Name,TCO Obtained Date,Inspection Category,Observation Description,Inspection Date
Periodic,HS540M,MANHATTAN,,SAFETY,Deficiency,08/26/2019 12:40:00 PM
Periodic,HS549K,BROOKLYN,,SAFETY,Comment,08/13/2019 11:45:00 AM
Periodic,HS549K,BROOKLYN,,SAFETY,Comment,08/13/2019 01:00:00 PM
Periodic,HS549K,BROOKLYN,,SAFETY,Deficiency,08/12/2019 01:05:00 PM
Periodic,HS549K,BROOKLYN,,SAFETY,Deficiency,08/13/2019 11:45:00 AM
Periodic,HS549K,BROOKLYN,,SAFETY,Deficiency,08/22/2019 04:00:00 PM
Periodic,HS549K,BROOKLYN,,SAFETY,Deficiency,08/29/2019 02:55:00 PM
Periodic,HS552M,MANHATTAN,,SAFETY,Deficiency,08/22/2019 09:30:00 AM
Periodic,HS552M,MANHATTAN,,SAFETY,Deficiency,08/28/2019 02:05:00 PM
Periodic,HS553K,BROOKLYN,,SAFETY,Comment,08/10/2019 09:00:00 AM
Periodic,HS553K,BROOKLYN,,SAFETY,Deficiency,08/13/2019 02:10:00 PM
Periodic,HS553K,BROOKLYN,,SAFETY,Deficiency,08/22/2019 07:20:00 PM
Periodic,HS553K,BROOKLYN,,SAFETY,Deficiency,08/29/2019 04:15:00 PM
Periodic,HS555Q,QUEENS,,LOWVOLTAGE,Deficiency,08/01/2019 01:15:00 PM
Periodic,HS575Q,QUEENS,,SAFETY,Comment,08/22/2019 09:20:00 AM
Periodic,HS583K,BROOKLYN,,SAFETY,Comment,08/06/2019 04:10:00 PM
Periodic,HS583K,BROOKLYN,,SAFETY,Comment,08/16/2019 03:40:00 PM
Periodic,HS583K,BROOKLYN,,SAFETY,Deficiency,08/03/2019 11:25:00 AM
Periodic,HS583K,BROOKLYN,,SAFETY,Deficiency,08/06/2019 04:10:00 PM
Periodic,HS600M,MANHATTAN,,SAFETY,Comment,08/26/2019 06:30:00 PM
Periodic,HS600X,BRONX,,SAFETY,Deficiency,08/09/2019 06:25:00 PM
Periodic,HS600X,BRONX,,SAFETY,Deficiency,08/16/2019 05:40:00 PM
Periodic,HS600X,BRONX,,SAFETY,Deficiency,08/29/2019 06:20:00 PM
Periodic,HS610Q,QUEENS,,SAFETY,Deficiency,08/06/2019 03:35:00 PM
Periodic,HS610Q,QUEENS,,SAFETY,Deficiency,08/08/2019 05:35:00 PM
Periodic,HS610Q,QUEENS,,SAFETY,Deficiency,08/23/2019 01:30:00 PM
Periodic,HS625M,MANHATTAN,,SAFETY,Deficiency,08/02/2019 04:00:00 PM
Periodic,HS625M,MANHATTAN,,SAFETY,Deficiency,08/07/2019 03:50:00 PM
Periodic,HS625M,MANHATTAN,,SAFETY,Deficiency,08/14/2019 12:25:00 PM
Periodic,HS625M,MANHATTAN,,SAFETY,Deficiency,08/21/2019 01:30:00 PM
Periodic,HS625M,MANHATTAN,,SAFETY,Deficiency,08/24/2019 11:30:00 AM
Periodic,HS625M,MANHATTAN,,SAFETY,Deficiency,08/26/2019 07:20:00 PM
Periodic,HS625M,MANHATTAN,,SAFETY,Deficiency,08/29/2019 01:20:00 PM
Periodic,HS656K,BROOKLYN,,SAFETY,Comment,08/06/2019 10:30:00 AM
Periodic,HS692X,BRONX,,SAFETY,Comment,08/07/2019 03:57:00 PM
Periodic,HS692X,BRONX,,SAFETY,Deficiency,08/02/2019 02:02:00 PM
Periodic,HS692X,BRONX,,SAFETY,Deficiency,08/07/2019 03:57:00 PM
Periodic,HS692X,BRONX,,SAFETY,Deficiency,08/12/2019 04:25:00 PM
Periodic,HS692X,BRONX,,SAFETY,Deficiency,08/19/2019 01:52:00 PM
Periodic,HS692X,BRONX,,SAFETY,Deficiency,08/22/2019 06:44:00 PM
Periodic,HS692X,BRONX,,SAFETY,Deficiency,08/27/2019 03:56:00 PM
Periodic,HS728K,BROOKLYN,,SAFETY,Deficiency,08/16/2019 11:40:00 AM
Periodic,HS745K,BROOKLYN,,SAFETY,Comment,08/20/2019 12:45:00 PM
Periodic,HS745K,BROOKLYN,,SAFETY,Deficiency,08/09/2019 01:10:00 PM
Periodic,HS745K,BROOKLYN,,SAFETY,Deficiency,08/13/2019 12:35:00 PM
Periodic,HS755K,BROOKLYN,,SAFETY,Deficiency,08/17/2019 10:55:00 AM
Periodic,HS755K,BROOKLYN,,SAFETY,Deficiency,08/22/2019 06:10:00 PM
Periodic,HS992K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 05:15:00 PM
Periodic,HS992K,BROOKLYN,,SAFETY,Deficiency,08/14/2019 05:10:00 PM
Periodic,HS992K,BROOKLYN,,SAFETY,Deficiency,08/20/2019 02:15:00 PM
Periodic,HS992K,BROOKLYN,,SAFETY,Deficiency,08/29/2019 02:35:00 PM
Periodic,HS992K,BROOKLYN,,WINDOW,Deficiency,08/27/2019 07:00:00 AM
Periodic,HSTELK,BROOKLYN,,SAFETY,Deficiency,08/09/2019 05:00:00 PM
Periodic,HSTELK,BROOKLYN,,SAFETY,Deficiency,08/22/2019 01:25:00 PM
Periodic,IS007R,STATEN ISLAND,,SAFETY,Comment,08/06/2019 08:50:00 AM
Periodic,IS007R,STATEN ISLAND,,SAFETY,Deficiency,08/06/2019 08:50:00 AM
Periodic,IS007R,STATEN ISLAND,,SAFETY,Deficiency,08/14/2019 09:10:00 AM
Periodic,IS034R,STATEN ISLAND,,SAFETY,Deficiency,08/21/2019 04:40:00 PM
Periodic,IS034R,STATEN ISLAND,,SAFETY,Deficiency,08/21/2019 05:00:00 PM
Periodic,IS051R,STATEN ISLAND,,SAFETY,Comment,08/02/2019 12:15:00 PM
Periodic,IS053Q,QUEENS,,SAFETY,Comment,08/14/2019 08:15:00 PM
Periodic,IS053Q,QUEENS,,SAFETY,Deficiency,08/12/2019 08:30:00 PM
Periodic,IS053Q,QUEENS,,SAFETY,Deficiency,08/14/2019 08:15:00 PM
Periodic,IS053Q,QUEENS,,WINDOW,Deficiency,08/02/2019 01:00:00 PM
Periodic,IS053Q,QUEENS,,WINDOW,Required Test,08/08/2019 10:00:00 AM
Periodic,IS061R,STATEN ISLAND,,SAFETY,Comment,08/19/2019 11:20:00 AM
Periodic,IS062K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 10:35:00 AM
Periodic,IS062K,BROOKLYN,,SAFETY,Deficiency,08/12/2019 11:15:00 AM
Periodic,IS062K,BROOKLYN,,SAFETY,Deficiency,08/22/2019 12:45:00 PM
Periodic,IS078K,BROOKLYN,,SAFETY,Comment,08/14/2019 10:15:00 AM
Periodic,IS078K,BROOKLYN,,SAFETY,Deficiency,08/14/2019 10:15:00 AM
Periodic,IS093Q,QUEENS,,SAFETY,Comment,08/02/2019 04:00:00 PM
Periodic,IS093Q,QUEENS,,SAFETY,Deficiency,08/02/2019 04:00:00 PM
Periodic,IS093Q,QUEENS,,SAFETY,Deficiency,08/10/2019 12:15:00 PM
Periodic,IS093Q,QUEENS,,SAFETY,Deficiency,08/15/2019 04:15:00 PM
Periodic,IS093Q,QUEENS,,SAFETY,Deficiency,08/21/2019 09:00:00 AM
Periodic,IS093Q,QUEENS,,SAFETY,Deficiency,08/29/2019 12:20:00 PM
Periodic,IS127X,BRONX,,SAFETY,Deficiency,08/01/2019 04:13:00 PM
Periodic,IS127X,BRONX,,SAFETY,Deficiency,08/06/2019 06:00:00 PM
Periodic,IS127X,BRONX,,SAFETY,Deficiency,08/09/2019 06:31:00 PM
Periodic,IS127X,BRONX,,SAFETY,Deficiency,08/13/2019 05:23:00 PM
Periodic,IS127X,BRONX,,SAFETY,Deficiency,08/21/2019 05:02:00 PM
Periodic,IS127X,BRONX,,SAFETY,Deficiency,08/26/2019 03:45:00 PM
Periodic,IS217M,MANHATTAN,,SAFETY,Comment,08/07/2019 05:25:00 PM
Periodic,IS217M,MANHATTAN,,SAFETY,Comment,08/28/2019 11:25:00 AM
Periodic,IS217M,MANHATTAN,,SAFETY,Deficiency,08/07/2019 05:25:00 PM
Periodic,IS221X,BRONX,,POWERANDLIGHTING,Deficiency,08/23/2019 12:30:00 PM
Periodic,IS221X,BRONX,,SAFETY,Comment,08/07/2019 04:51:00 PM
Periodic,IS221X,BRONX,,SAFETY,Comment,08/19/2019 04:45:00 PM
Periodic,IS221X,BRONX,,SAFETY,Deficiency,08/02/2019 04:52:00 PM
Periodic,IS221X,BRONX,,SAFETY,Deficiency,08/05/2019 04:00:00 PM
Periodic,IS221X,BRONX,,SAFETY,Deficiency,08/07/2019 04:51:00 PM
Periodic,IS227K,BROOKLYN,,SAFETY,Comment,08/07/2019 11:00:00 AM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/01/2019 03:00:00 PM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 11:00:00 AM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 12:05:00 PM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/17/2019 11:15:00 AM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/18/2019 10:45:00 PM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/21/2019 04:05:00 PM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/22/2019 11:35:00 AM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/24/2019 09:50:00 AM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/28/2019 12:20:00 PM
Periodic,IS227K,BROOKLYN,,SAFETY,Deficiency,08/29/2019 08:25:00 PM
Periodic,IS244X,BRONX,,SAFETY,Deficiency,08/13/2019 02:50:00 PM
Periodic,IS244X,BRONX,,SAFETY,Deficiency,08/20/2019 12:35:00 PM
Periodic,IS259K,BROOKLYN,,SAFETY,Comment,08/09/2019 04:05:00 PM
Periodic,IS265K,BROOKLYN,,BOILER,Deficiency,08/09/2019 07:00:00 AM
Periodic,IS265K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 05:50:00 PM
Periodic,IS286M,MANHATTAN,,SAFETY,Comment,08/15/2019 03:50:00 PM
Periodic,IS286M,MANHATTAN,,SAFETY,Comment,08/28/2019 06:00:00 PM
Periodic,IS286M,MANHATTAN,,SAFETY,Deficiency,08/01/2019 12:30:00 PM
Periodic,IS286M,MANHATTAN,,SAFETY,Deficiency,08/15/2019 03:50:00 PM
Periodic,IS286M,MANHATTAN,,SAFETY,Deficiency,08/22/2019 06:00:00 PM
Periodic,IS286M,MANHATTAN,,SAFETY,Deficiency,08/28/2019 06:00:00 PM
Periodic,IS291K,BROOKLYN,,SAFETY,Comment,08/13/2019 03:10:00 PM
Periodic,IS292M,MANHATTAN,,SAFETY,Comment,08/13/2019 06:40:00 PM
Periodic,IS292M,MANHATTAN,,SAFETY,Deficiency,08/01/2019 04:35:00 PM
Periodic,IS292M,MANHATTAN,,SAFETY,Deficiency,08/08/2019 05:15:00 PM
Periodic,IS292M,MANHATTAN,,SAFETY,Deficiency,08/08/2019 05:35:00 PM
Periodic,IS292M,MANHATTAN,,SAFETY,Deficiency,08/13/2019 06:20:00 PM
Periodic,IS292M,MANHATTAN,,SAFETY,Deficiency,08/20/2019 08:00:00 PM
Periodic,IS326X,BRONX,,SAFETY,Deficiency,08/12/2019 09:35:00 AM
Periodic,IS326X,BRONX,,SAFETY,Deficiency,08/28/2019 09:20:00 AM
Periodic,IS354K,BROOKLYN,,SAFETY,Deficiency,08/01/2019 04:35:00 PM
Periodic,IS363X,BRONX,,SAFETY,Comment,08/05/2019 09:40:00 AM
Periodic,IS363X,BRONX,,SAFETY,Comment,08/19/2019 09:55:00 AM
Periodic,IS367M,MANHATTAN,,SAFETY,Comment,08/13/2019 02:30:00 PM
Periodic,IS371X,BRONX,,SAFETY,Deficiency,08/06/2019 07:44:00 PM
Periodic,IS371X,BRONX,,SAFETY,Deficiency,08/14/2019 05:07:00 PM
Periodic,IS371X,BRONX,,SAFETY,Deficiency,08/23/2019 05:13:00 PM
Periodic,IS371X,BRONX,,SAFETY,Deficiency,08/28/2019 06:47:00 PM
Periodic,IS375X,BRONX,,SAFETY,Deficiency,08/01/2019 09:50:00 AM
Periodic,IS375X,BRONX,,SAFETY,Deficiency,08/08/2019 07:45:00 AM
Periodic,IS375X,BRONX,,SAFETY,Deficiency,08/13/2019 10:30:00 AM
Periodic,IS375X,BRONX,,SAFETY,Deficiency,08/20/2019 08:00:00 AM
Periodic,IS375X,BRONX,,SAFETY,Deficiency,08/27/2019 08:00:00 AM
Periodic,IS382K,BROOKLYN,,SAFETY,Deficiency,08/13/2019 05:45:00 PM
Periodic,IS394K,BROOKLYN,,SAFETY,Deficiency,08/20/2019 11:45:00 AM
Periodic,IS394K,BROOKLYN,,SAFETY,Deficiency,08/27/2019 11:35:00 AM
Periodic,IS409K,BROOKLYN,,SAFETY,Deficiency,08/15/2019 11:10:00 AM
Periodic,IS409K,BROOKLYN,,SAFETY,Deficiency,08/20/2019 01:35:00 PM
Periodic,IS443K,BROOKLYN,,SAFETY,Deficiency,08/09/2019 02:45:00 PM
Periodic,IS443K,BROOKLYN,,SAFETY,Deficiency,08/16/2019 02:05:00 PM
Periodic,IS503K,BROOKLYN,,SAFETY,Comment,08/09/2019 05:40:00 PM
Periodic,IS503K,BROOKLYN,,SAFETY,Deficiency,08/09/2019 05:40:00 PM
Periodic,IS522K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 07:50:00 PM
Periodic,IS588K,BROOKLYN,,SAFETY,Comment,08/03/2019 10:05:00 AM
Periodic,IS588K,BROOKLYN,,SAFETY,Deficiency,08/03/2019 10:05:00 AM
Periodic,IS588K,BROOKLYN,,SAFETY,Deficiency,08/16/2019 03:10:00 PM
Periodic,IS588K,BROOKLYN,,SAFETY,Deficiency,08/21/2019 01:10:00 PM
Periodic,IS655M,MANHATTAN,,SAFETY,Comment,08/28/2019 08:35:00 PM
Periodic,IS655M,MANHATTAN,,SAFETY,Deficiency,08/02/2019 12:40:00 PM
Periodic,IS655M,MANHATTAN,,SAFETY,Deficiency,08/09/2019 03:40:00 PM
Periodic,IS655M,MANHATTAN,,SAFETY,Deficiency,08/15/2019 01:35:00 PM
Periodic,JS067Q,QUEENS,,SAFETY,Comment,08/22/2019 12:41:00 PM
Periodic,JS067Q,QUEENS,,SAFETY,Comment,08/23/2019 02:45:00 PM
Periodic,JS067Q,QUEENS,,SAFETY,Comment,08/30/2019 11:30:00 AM
Periodic,JS067Q,QUEENS,,SAFETY,Deficiency,08/23/2019 02:45:00 PM
Periodic,JS101X,BRONX,,SAFETY,Comment,08/05/2019 03:15:00 PM
Periodic,JS136K,BROOKLYN,,SAFETY,Comment,08/07/2019 04:05:00 PM
Periodic,JS136K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 04:05:00 PM
Periodic,JS162K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 04:00:00 PM
Periodic,JS162K,BROOKLYN,,SAFETY,Deficiency,08/15/2019 11:00:00 AM
Periodic,JS162K,BROOKLYN,,SAFETY,Deficiency,08/29/2019 01:45:00 PM
Periodic,JS190Q,QUEENS,,SAFETY,Comment,08/01/2019 09:21:00 AM
Periodic,JS190Q,QUEENS,,SAFETY,Deficiency,08/01/2019 09:21:00 AM
Periodic,JS194Q,QUEENS,,SAFETY,Comment,08/02/2019 06:40:00 PM
Periodic,JS194Q,QUEENS,,SAFETY,Comment,08/23/2019 12:15:00 PM
Periodic,JS194Q,QUEENS,,SAFETY,Deficiency,08/02/2019 06:40:00 PM
Periodic,JS194Q,QUEENS,,SAFETY,Deficiency,08/23/2019 12:15:00 PM
Periodic,JS216Q,QUEENS,,SAFETY,Deficiency,08/02/2019 07:27:00 PM
Periodic,JS217Q,QUEENS,,BOILER,Deficiency,08/27/2019 01:58:00 PM
Periodic,JS217Q,QUEENS,,BOILER,Required Test,08/27/2019 01:58:00 PM
Periodic,JS217Q,QUEENS,,SAFETY,Comment,08/23/2019 10:38:00 AM
Periodic,JS217Q,QUEENS,,SAFETY,Deficiency,08/23/2019 10:38:00 AM
Periodic,JS598K,BROOKLYN,,SAFETY,Comment,08/28/2019 08:50:00 PM
Periodic,JS598K,BROOKLYN,,SAFETY,Deficiency,08/05/2019 02:45:00 PM
Periodic,JS598K,BROOKLYN,,SAFETY,Deficiency,08/23/2019 04:40:00 PM
Periodic,JS598K,BROOKLYN,,SAFETY,Deficiency,08/28/2019 08:50:00 PM
Periodic,OS000K,BROOKLYN,,BOILER,Deficiency,08/27/2019 07:00:00 AM
Periodic,OS000K,BROOKLYN,,SAFETY,Comment,08/16/2019 11:00:00 AM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/05/2019 12:35:00 PM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 12:55:00 PM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/07/2019 01:40:00 PM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/08/2019 12:20:00 PM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/13/2019 02:50:00 PM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/14/2019 07:40:00 AM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/15/2019 02:30:00 PM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/16/2019 11:55:00 AM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/19/2019 10:40:00 AM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/19/2019 05:00:00 PM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/20/2019 02:00:00 PM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/22/2019 07:50:00 AM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/27/2019 02:40:00 PM
Periodic,OS000K,BROOKLYN,,SAFETY,Deficiency,08/29/2019 02:10:00 PM
Periodic,OS000M,MANHATTAN,,SAFETY,Comment,08/22/2019 12:00:00 PM
Periodic,OS000M,MANHATTAN,,SAFETY,Deficiency,08/02/2019 08:00:00 AM
Periodic,OS000M,MANHATTAN,,SAFETY,Deficiency,08/03/2019 12:10:00 PM
Periodic,OS000M,MANHATTAN,,SAFETY,Deficiency,08/22/2019 12:00:00 PM
Periodic,OS000Q,QUEENS,,SAFETY,Comment,08/16/2019 10:00:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Comment,08/20/2019 09:00:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Comment,08/21/2019 09:10:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Comment,08/21/2019 11:00:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Comment,08/28/2019 10:00:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Comment,08/29/2019 12:20:00 PM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/01/2019 10:15:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/09/2019 06:00:00 PM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/12/2019 01:10:00 PM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/13/2019 11:20:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/16/2019 10:00:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/22/2019 08:00:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/26/2019 10:35:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/28/2019 10:00:00 AM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/29/2019 01:10:00 PM
Periodic,OS000Q,QUEENS,,SAFETY,Deficiency,08/29/2019 06:30:00 PM
Periodic,OS000X,BRONX,,SAFETY,Comment,08/13/2019 11:00:00 AM
Periodic,OS000X,BRONX,,SAFETY,Comment,08/16/2019 07:40:00 AM
Periodic,OS000X,BRONX,,SAFETY,Comment,08/27/2019 12:00:00 PM
Periodic,OS000X,BRONX,,SAFETY,Deficiency,08/07/2019 08:00:00 AM
Periodic,OS000X,BRONX,,SAFETY,Deficiency,08/14/2019 10:25:00 AM
Periodic,OS000X,BRONX,,SAFETY,Deficiency,08/23/2019 08:00:00 AM
Periodic,OS000X,BRONX,,SAFETY,Deficiency,08/30/2019 08:15:00 AM
Periodic,OS430K,BROOKLYN,,SAFETY,Comment,08/03/2019 07:15:00 AM
Periodic,OS430K,BROOKLYN,,SAFETY,Deficiency,08/03/2019 07:15:00 AM
Periodic,OS430K,BROOKLYN,,SAFETY,Deficiency,08/15/2019 12:05:00 PM
Periodic,OS430K,BROOKLYN,,SAFETY,Deficiency,08/15/2019 03:55:00 PM
Periodic,OS430K,BROOKLYN,,SAFETY,Deficiency,08/23/2019 05:00:00 PM
Periodic,OS600R,STATEN ISLAND,,SAFETY,Comment,08/09/2019 12:20:00 PM
Periodic,OS600R,STATEN ISLAND,,SAFETY,Comment,08/16/2019 10:50:00 AM
Periodic,OS600R,STATEN ISLAND,,SAFETY,Comment,08/17/2019 10:00:00 AM
Periodic,OS600R,STATEN ISLAND,,SAFETY,Comment,08/20/2019 05:10:00 PM
Periodic,OS600R,STATEN ISLAND,,SAFETY,Deficiency,08/01/2019 05:15:00 PM
Periodic,OS600R,STATEN ISLAND,,SAFETY,Deficiency,08/03/2019 10:20:00 AM
Periodic,OS600R,STATEN ISLAND,,SAFETY,Deficiency,08/09/2019 12:20:00 PM
Periodic,OS600R,STATEN ISLAND,,SAFETY,Deficiency,08/16/2019 10:50:00 AM
Periodic,OS600R,STATEN ISLAND,,SAFETY,Deficiency,08/20/2019 05:10:00 PM
Periodic,OS990K,BROOKLYN,,SAFETY,Comment,08/15/2019 06:15:00 PM
Periodic,OS990K,BROOKLYN,,SAFETY,Deficiency,08/15/2019 06:15:00 PM
Periodic,OS990K,BROOKLYN,,SAFETY,Deficiency,08/23/2019 07:10:00 PM
Periodic,PS000Q,QUEENS,,POWERANDLIGHTING,Deficiency,08/22/2019 08:00:00 AM
Periodic,PS000R,STATEN ISLAND,,HVAC,Deficiency,08/01/2019 01:18:00 PM
Periodic,PS000R,STATEN ISLAND,,HVAC,Project info,08/14/2019 09:47:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Comment,08/01/2019 04:30:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Comment,08/13/2019 09:45:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Comment,08/13/2019 11:05:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Comment,08/16/2019 12:35:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Comment,08/16/2019 04:30:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Comment,08/16/2019 05:15:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Comment,08/21/2019 05:50:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Comment,08/23/2019 10:00:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/01/2019 04:30:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/03/2019 08:20:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/07/2019 10:10:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/07/2019 01:45:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/09/2019 11:20:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/09/2019 01:20:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/09/2019 05:15:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/12/2019 02:00:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/13/2019 09:45:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/14/2019 12:05:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/16/2019 12:35:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/16/2019 04:30:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/16/2019 05:15:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/19/2019 09:00:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/19/2019 09:30:00 AM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/21/2019 05:50:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/22/2019 12:20:00 PM
Periodic,PS000R,STATEN ISLAND,,SAFETY,Deficiency,08/27/2019 12:50:00 PM
Periodic,PS000R,STATEN ISLAND,,SPRINKLERSTANDPIPE,Deficiency,08/21/2019 08:40:03 AM
Periodic,PS001R,STATEN ISLAND,,SAFETY,Comment,08/14/2019 01:35:00 PM
Periodic,PS001R,STATEN ISLAND,,SAFETY,Comment,08/21/2019 04:20:00 PM
Periodic,PS002Q,QUEENS,,SAFETY,Deficiency,08/28/2019 01:15:00 PM
Periodic,PS002Q,QUEENS,,WINDOW,Deficiency,08/22/2019 07:00:00 AM
Periodic,PS002Q,QUEENS,,WINDOW,Deficiency,08/23/2019 01:00:00 PM
Periodic,PS002Q,QUEENS,,WINDOW,Deficiency,08/28/2019 07:00:00 AM
Periodic,PS003X,BRONX,,SAFETY,Comment,08/09/2019 03:15:00 PM
Periodic,PS003X,BRONX,,SAFETY,Comment,08/15/2019 05:04:00 PM
Periodic,PS003X,BRONX,,SAFETY,Comment,08/19/2019 01:00:00 PM
Periodic,PS006X,BRONX,,SAFETY,Deficiency,08/23/2019 10:00:00 AM
Periodic,PS007Q,QUEENS,,SAFETY,Comment,08/29/2019 02:10:00 PM
Periodic,PS007Q,QUEENS,,SAFETY,Deficiency,08/29/2019 02:10:00 PM
Periodic,PS009Q,QUEENS,,SAFETY,Comment,08/12/2019 05:15:00 PM
Periodic,PS009Q,QUEENS,,SAFETY,Deficiency,08/08/2019 04:05:00 PM
Periodic,PS009Q,QUEENS,,SAFETY,Deficiency,08/15/2019 05:45:00 PM
Periodic,PS009X,BRONX,,SAFETY,Deficiency,08/06/2019 05:09:00 PM
Periodic,PS009X,BRONX,,SAFETY,Deficiency,08/12/2019 03:26:00 PM
Periodic,PS011M,MANHATTAN,,SAFETY,Comment,08/23/2019 07:35:00 PM
Periodic,PS011M,MANHATTAN,,SAFETY,Deficiency,08/08/2019 08:35:00 PM
Periodic,PS011M,MANHATTAN,,SAFETY,Deficiency,08/10/2019 10:00:00 AM
Periodic,PS011M,MANHATTAN,,SAFETY,Deficiency,08/13/2019 07:30:00 PM
Periodic,PS011M,MANHATTAN,,SAFETY,Deficiency,08/23/2019 07:35:00 PM
Periodic,PS011M,MANHATTAN,,SAFETY,Deficiency,08/24/2019 12:50:00 PM
Periodic,PS011M,MANHATTAN,,SAFETY,Deficiency,08/26/2019 05:30:00 PM
Periodic,PS011M,MANHATTAN,,SAFETY,Deficiency,08/28/2019 01:00:00 PM
Periodic,PS011Q,QUEENS,,WINDOW,Deficiency,08/23/2019 10:00:00 AM
Periodic,PS012X,BRONX,,SAFETY,Deficiency,08/02/2019 04:10:00 PM
Periodic,PS012X,BRONX,,SAFETY,Deficiency,08/15/2019 10:00:00 AM
Periodic,PS012X,BRONX,,SAFETY,Deficiency,08/21/2019 03:15:00 PM
Periodic,PS012X,BRONX,,SAFETY,Deficiency,08/28/2019 09:50:00 AM
Periodic,PS015M,MANHATTAN,,LOWVOLTAGE,Required Test,08/14/2019 01:30:00 PM
Periodic,PS016K,BROOKLYN,,SAFETY,Comment,08/03/2019 09:10:00 AM
Periodic,PS016K,BROOKLYN,,SAFETY,Deficiency,08/03/2019 09:10:00 AM
